Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,Casp,casp_,complete_model_name,group_name,casp_newname,new_name,lddt,Categories,lddt_rank
TS110,1,12.888,6,16.208,6,0.795,33,0.87,39,-1.0,15,0.767,33,27.03,82,12.946,23,0.412,5,0.0,1,0.0,31,CR1156,R1156,R1156TS110_1,Others,R1156_TS110_1,R1156_TS110_1,0.6695018640417042,Human,3
TS110,4,13.939,7,18.497,8,0.754,41,0.788,44,-1.0,15,0.741,46,43.19,84,17.071,74,0.365,9,0.0,1,0.0,31,CR1156,R1156,R1156TS110_4,Others,R1156_TS110_4,R1156_TS110_4,0.6168016927230225,Human,24
TS439,2,14.096,8,20.816,17,0.677,70,0.623,70,-1.0,15,0.716,59,13.86,72,17.199,79,0.368,8,0.0,1,0.0,28,CR1156,R1156,R1156TS439_2,Others,R1156_TS439_2,R1156_TS439_2,0.5782718853280054,Human,40
TS392,5,14.795,9,20.742,15,0.713,56,0.788,44,-1.0,15,0.681,73,0.0,1,18.66,101,0.263,73,0.0,1,0.0,31,CR1156,R1156,R1156TS392_5,Others,R1156_TS392_5,R1156_TS392_5,0.5656533590792342,Human,45
TS392,3,14.853,10,18.942,12,0.784,40,0.901,27,-1.0,15,0.735,52,0.0,1,14.619,38,0.298,46,0.0,1,0.0,22,CR1156,R1156,R1156TS392_3,Others,R1156_TS392_3,R1156_TS392_3,0.5891843011515654,Human,38
TS035,3,14.986,11,18.532,9,0.809,26,0.894,30,-1.0,15,0.781,19,10.16,53,9.836,4,0.314,30,0.0,1,0.0,22,CR1156,R1156,R1156TS035_3,Others,R1156_TS035_3,R1156_TS035_3,0.6647116018149759,Human,4
TS248,3,15.304,12,18.342,7,0.834,9,0.92,20,-1.0,15,0.8,7,10.16,53,10.698,6,0.332,19,0.0,1,0.0,31,CR1156,R1156,R1156TS248_3,Others,R1156_TS248_3,R1156_TS248_3,0.6516104743140038,Human,10
TS035,5,15.449,13,18.665,10,0.828,12,0.927,15,-1.0,15,0.79,13,15.01,73,11.064,8,0.29,54,0.0,1,0.0,22,CR1156,R1156,R1156TS035_5,Others,R1156_TS035_5,R1156_TS035_5,0.6400097630981565,Human,16
TS248,4,15.449,13,18.665,10,0.828,12,0.927,15,-1.0,15,0.79,13,15.01,73,11.064,8,0.29,54,0.0,1,0.0,22,CR1156,R1156,R1156TS248_4,Others,R1156_TS248_4,R1156_TS248_4,0.6400097630981565,Human,16
TS035,2,16.149,15,20.019,13,0.807,28,0.894,30,-1.0,15,0.774,25,12.7,68,9.238,1,0.284,60,0.0,1,0.0,22,CR1156,R1156,R1156TS035_2,Others,R1156_TS035_2,R1156_TS035_2,0.6565636828753658,Human,6
TS248,2,16.149,15,20.019,13,0.807,28,0.894,30,-1.0,15,0.774,25,12.7,68,9.238,1,0.284,60,0.0,1,0.0,22,CR1156,R1156,R1156TS248_2,Others,R1156_TS248_2,R1156_TS248_2,0.6565636828753658,Human,6
TS439,4,16.561,17,24.798,26,0.668,72,0.595,74,-1.0,15,0.697,67,32.1,83,21.697,126,0.353,13,0.0,1,0.0,31,CR1156,R1156,R1156TS439_4,Others,R1156_TS439_4,R1156_TS439_4,0.5431674541729086,Human,51
TS434,3,16.649,18,23.322,23,0.714,55,0.653,62,-1.0,15,0.748,44,0.0,1,15.876,56,0.377,7,0.0,1,0.0,39,CR1156,R1156,R1156TS434_3,Others,R1156_TS434_3,R1156_TS434_3,0.5380307739392436,Human,54
TS081,4,17.041,19,21.436,18,0.795,33,0.917,21,-1.0,15,0.738,48,10.62,57,19.594,118,0.344,15,0.0,1,0.0,34,CR1156,R1156,R1156TS081_4,Others,R1156_TS081_4,R1156_TS081_4,0.584800820763145,Human,39
TS128,2,17.223,20,20.811,16,0.828,12,0.894,30,-1.0,15,0.802,6,0.0,1,15.302,48,0.331,20,0.0,1,0.0,31,CR1156,R1156,R1156TS128_2,Others,R1156_TS128_2,R1156_TS128_2,0.6552329593006629,Human,9
TS110,5,17.26,21,23.155,22,0.745,42,0.797,43,-1.0,15,0.725,56,95.66,88,16.584,67,0.296,47,0.0,1,0.0,31,CR1156,R1156,R1156TS110_5,Others,R1156_TS110_5,R1156_TS110_5,0.5983816549961827,Human,35
TS416,1,17.642,22,22.467,19,0.785,38,0.896,28,-1.0,15,0.738,48,12.47,67,15.271,46,0.296,47,0.0,1,0.0,31,CR1156,R1156,R1156TS416_1,Others,R1156_TS416_1,R1156_TS416_1,0.601897229779542,Human,33
TS227,3,17.746,23,24.364,25,0.728,47,0.647,63,0.707,3,0.765,34,0.0,1,17.687,89,0.357,11,0.0,1,0.0,4,CR1156,R1156,R1156TS227_3,Others,R1156_TS227_3,R1156_TS227_3,0.5106157750526554,Human,64
TS147,2,18.852,24,27.013,33,0.698,61,0.641,64,-1.0,15,0.727,55,0.0,1,16.874,72,0.311,32,0.0,1,0.0,19,CR1156,R1156,R1156TS147_2,Others,R1156_TS147_2,R1156_TS147_2,0.5412355884640092,Human,52
TS439,1,19.009,25,31.829,58,0.597,77,0.42,78,-1.0,15,0.661,81,26.1,79,18.949,110,0.262,75,0.0,1,0.0,19,CR1156,R1156,R1156TS439_1,Others,R1156_TS439_1,R1156_TS439_1,0.5581744260743146,Human,46
TS035,1,19.171,26,23.061,20,0.831,10,0.927,15,-1.0,15,0.791,11,11.32,63,11.558,13,0.327,21,0.0,1,0.0,22,CR1156,R1156,R1156TS035_1,Others,R1156_TS035_1,R1156_TS035_1,0.6412114777756142,Human,13
TS248,1,19.171,26,23.061,20,0.831,10,0.927,15,-1.0,15,0.791,11,11.32,63,11.558,13,0.327,21,0.0,1,0.0,22,CR1156,R1156,R1156TS248_1,Others,R1156_TS248_1,R1156_TS248_1,0.6412114777756142,Human,13
TS185,1,19.391,28,26.926,32,0.72,51,0.736,46,-1.0,15,0.714,61,0.46,30,20.672,122,0.263,73,0.0,1,0.0,33,CR1156,R1156,R1156TS185_1,Others,R1156_TS185_1,R1156_TS185_1,0.5251324012918233,Human,58
TS076,1,19.692,29,25.097,28,0.785,38,0.849,41,0.0,8,0.769,31,6.24,48,15.091,43,0.295,49,0.0,1,0.0,28,CR1156,R1156,R1156TS076_1,Others,R1156_TS076_1,R1156_TS076_1,0.6047952744939444,Human,31
TS235,5,19.716,30,27.173,34,0.726,49,0.688,48,-1.0,15,0.745,45,138.41,93,18.385,99,0.265,71,0.0,1,0.0,19,CR1156,R1156,R1156TS235_5,Others,R1156_TS235_5,R1156_TS235_5,0.5657668965750414,Human,44
TS235,3,19.924,31,30.733,53,0.648,76,0.551,76,-1.0,15,0.691,70,136.86,92,17.107,76,0.342,16,0.0,1,0.0,32,CR1156,R1156,R1156TS235_3,Others,R1156_TS235_3,R1156_TS235_3,0.5158772406014641,Human,63
TS185,3,20.034,32,27.936,38,0.717,52,0.631,67,-1.0,15,0.755,40,0.0,1,12.87,21,0.24,83,0.0,1,0.0,36,CR1156,R1156,R1156TS185_3,Others,R1156_TS185_3,R1156_TS185_3,0.4966748545572075,Human,76
TS235,2,20.058,33,29.274,45,0.685,65,0.625,69,-1.0,15,0.717,58,134.55,91,16.3,63,0.305,34,0.0,1,5.551e-17,34,CR1156,R1156,R1156TS235_2,Others,R1156_TS235_2,R1156_TS235_2,0.5086137650320917,Human,67
TS238,2,20.063,34,38.783,77,0.517,88,0.322,84,-1.0,15,0.584,92,372.35,100,21.723,129,0.287,57,0.0,1,5.551e-17,29,CR1156,R1156,R1156TS238_2,Others,R1156_TS238_2,R1156_TS238_2,0.4127466274260687,Human,83
TS416,5,20.217,35,30.893,54,0.654,74,0.639,66,0.0,8,0.667,79,149.95,94,19.114,114,0.32,25,0.0,1,5.551e-17,32,CR1156,R1156,R1156TS416_5,Others,R1156_TS416_5,R1156_TS416_5,0.5203847957962865,Human,60
TS035,4,20.46,36,23.964,24,0.854,2,0.928,14,-1.0,15,0.826,1,9.47,52,10.382,5,0.293,52,0.0,1,1.665e-16,31,CR1156,R1156,R1156TS035_4,Others,R1156_TS035_4,R1156_TS035_4,0.6228004701425381,Human,22
TS235,1,20.557,37,28.727,42,0.716,54,0.6,73,-1.0,15,0.773,28,122.63,90,17.53,84,0.338,17,0.0,1,2.776e-16,39,CR1156,R1156,R1156TS235_1,Others,R1156_TS235_1,R1156_TS235_1,0.5397252666072154,Human,53
TS232,4,20.587,38,24.917,27,0.826,16,0.95,7,-1.0,15,0.775,23,13.63,70,11.411,12,0.295,49,0.0,1,3.331e-16,31,CR1156,R1156,R1156TS232_4,Others,R1156_TS232_4,R1156_TS232_4,0.6086030575006363,Human,27
TS434,1,20.59,39,28.704,41,0.717,52,0.66,56,1.0,1,0.741,46,0.23,22,18.805,105,0.299,42,0.0,1,3.331e-16,38,CR1156,R1156,R1156TS434_1,Others,R1156_TS434_1,R1156_TS434_1,0.5005170944568001,Human,73
TS439,5,20.98,40,35.994,73,0.583,80,0.441,77,-1.0,15,0.637,87,48.96,85,24.989,136,0.306,33,0.0,1,1.998e-15,27,CR1156,R1156,R1156TS439_5,Others,R1156_TS439_5,R1156_TS439_5,0.5088507037388826,Human,66
TS147,4,21.028,41,29.867,49,0.704,60,0.614,72,-1.0,15,0.749,43,0.0,1,20.047,121,0.283,63,0.0,1,2.442e-15,6,CR1156,R1156,R1156TS147_4,Others,R1156_TS147_4,R1156_TS147_4,0.5326998586026847,Human,56
TS076,2,21.029,42,25.737,29,0.817,21,0.916,22,-1.0,15,0.785,16,5.77,47,13.391,27,0.278,65,0.0,1,2.442e-15,31,CR1156,R1156,R1156TS076_2,Others,R1156_TS076_2,R1156_TS076_2,0.6102480316716558,Human,26
TS416,4,21.08,43,26.779,31,0.787,36,0.871,38,-1.0,15,0.759,38,61.66,87,17.627,87,0.313,31,0.0,1,3.109e-15,28,CR1156,R1156,R1156TS416_4,Others,R1156_TS416_4,R1156_TS416_4,0.5701976281409189,Human,42
TS287,5,21.114,44,25.842,30,0.817,21,0.909,24,-1.0,15,0.777,22,0.0,1,15.515,49,0.299,42,0.0,1,3.608e-15,31,CR1156,R1156,R1156TS287_5,Others,R1156_TS287_5,R1156_TS287_5,0.6310168144170049,Human,18
TS227,2,21.593,45,31.889,59,0.677,70,0.68,51,-1.0,15,0.679,74,0.46,30,18.916,108,0.267,70,0.0,1,2.837e-14,31,CR1156,R1156,R1156TS227_2,Others,R1156_TS227_2,R1156_TS227_2,0.4842350083035777,Human,78
TS081,3,21.617,46,27.372,36,0.79,35,0.95,7,-1.0,15,0.715,60,11.09,61,21.547,125,0.255,77,0.0,1,3.147e-14,6,CR1156,R1156,R1156TS081_3,Others,R1156_TS081_3,R1156_TS081_3,0.5687464892789844,Human,43
TS185,4,21.957,47,32.353,64,0.679,68,0.622,71,-1.0,15,0.709,63,0.23,22,18.703,102,0.228,85,0.0,1,1.305e-13,39,CR1156,R1156,R1156TS185_4,Others,R1156_TS185_4,R1156_TS185_4,0.4691284410931292,Human,81
TS434,5,22.042,48,31.049,55,0.71,57,0.68,51,-1.0,15,0.723,57,0.0,1,15.101,44,0.251,78,0.0,1,1.855e-13,31,CR1156,R1156,R1156TS434_5,Others,R1156_TS434_5,R1156_TS434_5,0.4696696409128951,Human,80
TS238,4,22.096,49,43.693,83,0.506,90,0.34,83,-1.0,15,0.588,91,249.41,97,15.963,57,0.285,59,0.0,1,2.315e-13,23,CR1156,R1156,R1156TS238_4,Others,R1156_TS238_4,R1156_TS238_4,0.5009590099313745,Human,72
TS238,1,22.4,50,37.816,76,0.592,79,0.42,78,-1.0,15,0.656,82,229.56,95,16.821,71,0.315,28,0.0,1,7.924e-13,23,CR1156,R1156,R1156TS238_1,Others,R1156_TS238_1,R1156_TS238_1,0.5193726619999259,Human,62
TS232,5,22.584,51,27.62,37,0.818,20,0.938,12,-1.0,15,0.77,30,10.62,57,11.64,15,0.304,38,0.0,1,1.644e-12,29,CR1156,R1156,R1156TS232_5,Others,R1156_TS232_5,R1156_TS232_5,0.6139103095021751,Human,25
TS235,4,22.613,52,32.387,65,0.698,61,0.558,75,-1.0,15,0.754,42,109.91,89,16.656,68,0.275,66,0.0,1,1.842e-12,37,CR1156,R1156,R1156TS235_4,Others,R1156_TS235_4,R1156_TS235_4,0.5274180692034288,Human,57
TS392,1,22.726,53,28.138,39,0.808,27,0.894,30,-1.0,15,0.779,21,0.0,1,16.758,70,0.246,79,0.0,1,2.868e-12,29,CR1156,R1156,R1156TS392_1,Others,R1156_TS392_1,R1156_TS392_1,0.5534358306328618,Human,50
TS238,3,22.738,54,39.805,80,0.571,84,0.219,87,-1.0,15,0.678,75,242.84,96,17.592,85,0.293,52,0.0,1,3.001e-12,0,CR1156,R1156,R1156TS238_3,Others,R1156_TS238_3,R1156_TS238_3,0.5197406224618903,Human,61
TS416,3,22.867,55,28.172,40,0.812,23,0.905,25,-1.0,15,0.774,25,60.51,86,17.686,88,0.324,23,0.0,1,4.968e-12,31,CR1156,R1156,R1156TS416_3,Others,R1156_TS416_3,R1156_TS416_3,0.6005028059009185,Human,34
TS238,5,22.901,56,39.681,79,0.577,82,0.298,85,-1.0,15,0.676,76,252.88,98,17.142,78,0.284,60,0.0,1,5.644e-12,23,CR1156,R1156,R1156TS238_5,Others,R1156_TS238_5,R1156_TS238_5,0.4997764514780657,Human,75
TS287,2,22.924,57,27.213,35,0.842,6,0.959,6,-1.0,15,0.794,9,0.0,1,15.663,50,0.317,27,0.0,1,6.171e-12,31,CR1156,R1156,R1156TS287_2,Others,R1156_TS287_2,R1156_TS287_2,0.6060142564428155,Human,28
TS185,2,22.951,58,34.637,70,0.663,73,0.657,61,-1.0,15,0.672,78,0.0,1,19.904,120,0.225,86,0.0,1,6.849e-12,18,CR1156,R1156,R1156TS185_2,Others,R1156_TS185_2,R1156_TS185_2,0.5018850992539245,Human,70
TS177,1,22.989,59,49.029,86,0.469,93,0.367,82,-1.0,15,0.519,94,302.02,99,24.162,135,0.191,91,0.0,1,7.94e-12,34,CR1156,R1156,R1156TS177_1,Others,R1156_TS177_1,R1156_TS177_1,0.3484227084668875,Human,87
TS227,4,23.442,60,33.834,68,0.693,63,0.686,50,0.0,8,0.703,64,0.69,40,19.81,119,0.346,14,0.0,1,4.341e-11,38,CR1156,R1156,R1156TS227_4,Others,R1156_TS227_4,R1156_TS227_4,0.5069273508670566,Human,68
TS081,2,23.604,61,29.057,44,0.812,23,0.948,10,-1.0,15,0.755,40,13.63,70,22.551,131,0.289,56,0.0,1,7.848e-11,28,CR1156,R1156,R1156TS081_2,Others,R1156_TS081_2,R1156_TS081_2,0.553954705419173,Human,49
TS128,4,23.612,62,32.294,63,0.731,46,0.68,51,-1.0,15,0.761,37,0.0,1,15.994,59,0.287,57,0.0,1,8.086e-11,39,CR1156,R1156,R1156TS128_4,Others,R1156_TS128_4,R1156_TS128_4,0.5378770889288749,Human,55
TS081,1,23.715,63,28.747,43,0.825,18,0.96,4,-1.0,15,0.765,34,12.24,66,21.111,123,0.269,68,0.0,1,1.174e-10,31,CR1156,R1156,R1156TS081_1,Others,R1156_TS081_1,R1156_TS081_1,0.594233801464473,Human,37
TS439,3,23.883,64,33.705,67,0.709,58,0.66,56,-1.0,15,0.736,50,12.01,65,14.716,40,0.319,26,0.0,1,2.142e-10,29,CR1156,R1156,R1156TS439_3,Others,R1156_TS439_3,R1156_TS439_3,0.5973630532616067,Human,36
TS147,5,24.013,65,32.27,61,0.744,43,0.687,49,-1.0,15,0.771,29,0.46,30,17.752,90,0.246,79,0.0,1,3.397e-10,34,CR1156,R1156,R1156TS147_5,Others,R1156_TS147_5,R1156_TS147_5,0.4493118256315989,Human,82
TS110,3,24.111,66,30.234,50,0.797,32,0.915,23,-1.0,15,0.758,39,16.63,75,14.405,34,0.358,10,0.0,1,4.779e-10,28,CR1156,R1156,R1156TS110_3,Others,R1156_TS110_3,R1156_TS110_3,0.6476298817820011,Human,11
TS227,5,24.226,67,35.659,72,0.679,68,0.626,68,-1.0,15,0.71,62,0.23,22,16.478,65,0.268,69,0.0,1,7.12e-10,28,CR1156,R1156,R1156TS227_5,Others,R1156_TS227_5,R1156_TS227_5,0.5001647124361907,Human,74
TS392,2,24.442,68,30.412,52,0.804,30,0.857,40,-1.0,15,0.784,17,0.46,30,17.14,77,0.334,18,0.0,1,1.49e-09,32,CR1156,R1156,R1156TS392_2,Others,R1156_TS392_2,R1156_TS392_2,0.6304193436177445,Human,19
TS081,5,24.498,69,29.613,47,0.827,15,0.96,4,-1.0,15,0.764,36,10.85,60,22.095,130,0.211,88,0.0,1,1.799e-09,31,CR1156,R1156,R1156TS081_5,Others,R1156_TS081_5,R1156_TS081_5,0.5779637738383517,Human,41
TS392,4,24.573,70,33.378,66,0.736,45,0.887,35,-1.0,15,0.673,77,0.0,1,16.578,66,0.27,67,0.0,1,2.317e-09,31,CR1156,R1156,R1156TS392_4,Others,R1156_TS392_4,R1156_TS392_4,0.5562164019928587,Human,48
TS185,5,24.648,71,44.865,85,0.549,87,0.28,86,-1.0,15,0.653,84,0.46,30,15.276,47,0.315,28,0.0,1,2.971e-09,34,CR1156,R1156,R1156TS185_5,Others,R1156_TS185_5,R1156_TS185_5,0.3601548842873289,Human,85
TS287,4,24.678,72,29.325,46,0.842,6,0.949,9,-1.0,15,0.8,7,0.23,22,16.155,60,0.24,83,0.0,1,3.281e-09,28,CR1156,R1156,R1156TS287_4,Others,R1156_TS287_4,R1156_TS287_4,0.6039636775600062,Human,32
TS434,2,24.817,73,36.213,74,0.685,65,0.66,56,-1.0,15,0.7,66,0.23,22,18.718,103,0.305,34,0.0,1,5.194e-09,38,CR1156,R1156,R1156TS434_2,Others,R1156_TS434_2,R1156_TS434_2,0.5057005706506684,Human,69
TS147,3,24.943,74,34.51,69,0.723,50,0.694,47,-1.0,15,0.735,52,0.0,1,18.847,106,0.259,76,0.0,1,7.821e-09,34,CR1156,R1156,R1156TS147_3,Others,R1156_TS147_3,R1156_TS147_3,0.4770911052239978,Human,79
TS029,1,25.013,75,64.576,88,0.387,95,0.098,88,-1.0,15,0.49,95,26.33,80,29.841,140,0.299,42,0.0,1,9.787e-09,31,CR1156,R1156,R1156TS029_1,Others,R1156_TS029_1,R1156_TS029_1,0.2987556439404871,Human,89
TS029,4,25.068,76,82.118,91,0.305,96,0.0,89,0.0,8,0.394,96,23.55,77,30.093,141,0.265,71,0.0,1,1.171e-08,32,CR1156,R1156,R1156TS029_4,Others,R1156_TS029_4,R1156_TS029_4,0.2849299293232211,Human,92
TS147,1,25.092,77,36.825,75,0.681,67,0.68,51,0.5,6,0.685,71,0.0,1,19.247,117,0.294,51,0.0,1,1.262e-08,28,CR1156,R1156,R1156TS147_1,Others,R1156_TS147_1,R1156_TS147_1,0.5016732373091076,Human,71
TS385,1,25.106,78,43.536,82,0.577,82,0.4,80,0.0,8,0.648,86,4.39,43,12.233,18,0.192,90,0.0,1,1.321e-08,5,CR1156,R1156,R1156TS385_1,Others,R1156_TS385_1,R1156_TS385_1,0.3626924140733925,Human,84
TS232,1,25.259,79,29.817,48,0.847,4,0.97,2,0.707,3,0.792,10,11.09,61,11.156,10,0.305,34,0.0,1,2.14e-08,28,CR1156,R1156,R1156TS232_1,Others,R1156_TS232_1,R1156_TS232_1,0.6054360460444911,Human,29
TS287,3,25.387,80,32.29,62,0.786,37,0.925,19,-1.0,15,0.736,50,0.0,1,18.201,96,0.299,42,0.0,1,3.192e-08,29,CR1156,R1156,R1156TS287_3,Others,R1156_TS287_3,R1156_TS287_3,0.6192482637911672,Human,23
TS232,2,25.638,81,30.361,51,0.844,5,0.97,2,0.707,3,0.789,15,10.16,53,11.041,7,0.305,34,0.0,1,6.893e-08,28,CR1156,R1156,R1156TS232_2,Others,R1156_TS232_2,R1156_TS232_2,0.6048247352548891,Human,30
TS076,3,25.867,82,35.031,71,0.738,44,0.66,56,-1.0,15,0.775,23,3.0,42,12.905,22,0.302,40,0.0,1,1.366e-07,6,CR1156,R1156,R1156TS076_3,Others,R1156_TS076_3,R1156_TS076_3,0.5570217187383264,Human,47
TS110,2,25.894,83,31.962,60,0.81,25,0.905,25,0.0,8,0.784,17,25.17,78,14.529,36,0.356,12,0.0,1,1.481e-07,28,CR1156,R1156,R1156TS110_2,Others,R1156_TS110_2,R1156_TS110_2,0.6558480949600672,Human,8
TS076,5,26.05,84,31.726,57,0.821,19,0.929,13,-1.0,15,0.781,19,4.85,46,14.594,37,0.303,39,0.0,1,2.333e-07,29,CR1156,R1156,R1156TS076_5,Others,R1156_TS076_5,R1156_TS076_5,0.6402348807101905,Human,15
TS128,3,26.16,85,31.122,56,0.841,8,0.876,37,-1.0,15,0.826,1,0.46,30,15.968,58,0.244,82,0.0,1,3.205e-07,29,CR1156,R1156,R1156TS128_3,Others,R1156_TS128_3,R1156_TS128_3,0.6245795171583803,Human,21
TS416,2,26.919,86,41.342,81,0.651,75,0.64,65,0.0,8,0.665,80,4.39,43,15.67,51,0.282,64,0.0,1,2.599e-06,28,CR1156,R1156,R1156TS416_2,Others,R1156_TS416_2,R1156_TS416_2,0.5089915581528639,Human,65
TS029,3,26.963,87,55.518,87,0.486,91,0.387,81,-1.0,15,0.53,93,23.33,76,22.623,132,0.212,87,0.0,1,2.924e-06,28,CR1156,R1156,R1156TS029_3,Others,R1156_TS029_3,R1156_TS029_3,0.3549740477478587,Human,86
TS227,1,27.311,88,39.581,78,0.69,64,0.674,55,-1.0,15,0.697,67,0.0,1,15.84,55,0.321,24,0.0,1,7.159e-06,29,CR1156,R1156,R1156TS227_1,Others,R1156_TS227_1,R1156_TS227_1,0.521295529413026,Human,59
TS029,2,27.434,89,116.395,92,0.236,99,0.0,89,-1.0,15,0.316,99,26.33,80,30.918,142,0.189,92,0.0,1,9.766e-06,34,CR1156,R1156,R1156TS029_2,Others,R1156_TS029_2,R1156_TS029_2,0.2607808835304143,Human,97
TS248,5,30.678,90,70.995,89,0.432,94,0.0,89,-1.0,15,0.622,89,10.16,53,11.705,16,0.245,81,0.0,1,0.006787,31,CR1156,R1156,R1156TS248_5,Others,R1156_TS248_5,R1156_TS248_5,0.2979364363090662,Human,90
TS434,4,31.636,91,44.836,84,0.706,59,0.66,56,-1.0,15,0.733,54,0.46,30,18.857,107,0.302,40,0.0,1,0.02644,28,CR1156,R1156,R1156TS434_4,Others,R1156_TS434_4,R1156_TS434_4,0.4933987808601471,Human,77
TS097,3,33.406,92,118.196,93,0.283,97,0.0,89,-1.0,15,0.39,97,0.46,30,34.434,143,0.179,93,0.0,1,0.1704,24,CR1156,R1156,R1156TS097_3,Others,R1156_TS097_3,R1156_TS097_3,0.2005821586282804,Human,100
TS097,2,35.656,93,163.6,96,0.218,100,0.0,89,-1.0,15,0.312,100,0.0,1,40.074,145,0.139,96,0.0,1,0.617,17,CR1156,R1156,R1156TS097_2,Others,R1156_TS097_2,R1156_TS097_2,0.2107185604621989,Human,99
TS029,5,35.745,94,76.083,90,0.47,92,0.0,89,-1.0,15,0.628,88,6.7,50,18.514,100,0.203,89,0.0,1,0.6356,34,CR1156,R1156,R1156TS029_5,Others,R1156_TS029_5,R1156_TS029_5,0.3081993929236211,Human,88
TS097,1,36.104,95,132.836,94,0.272,98,0.0,89,-1.0,15,0.371,98,0.46,30,37.65,144,0.147,94,0.0,1,0.7075,17,CR1156,R1156,R1156TS097_1,Others,R1156_TS097_1,R1156_TS097_1,0.2269598280564858,Human,98
TS091,1,86.859,96,157.934,95,0.55,86,-1.0,96,-1.0,15,0.653,84,0.46,30,21.402,124,0.144,95,0.0,1,1.0,22,CR1156,R1156,R1156TS091_1,Others,R1156_TS091_1,R1156_TS091_1,0.2890857365403955,Human,91
TS091,2,92.609,97,179.805,100,0.515,89,-1.0,96,-1.0,15,0.609,90,6.7,50,27.318,139,0.131,98,0.0,1,1.0,22,CR1156,R1156,R1156TS091_2,Others,R1156_TS091_2,R1156_TS091_2,0.2783730036998407,Human,96
TS091,3,97.265,98,175.291,98,0.555,85,-1.0,96,-1.0,15,0.656,82,6.47,49,27.268,138,0.124,99,0.0,1,1.0,22,CR1156,R1156,R1156TS091_3,Others,R1156_TS091_3,R1156_TS091_3,0.2830104753241695,Human,94
TS091,4,99.895,99,168.131,97,0.594,78,-1.0,96,-1.0,15,0.702,65,0.23,22,22.703,133,0.139,96,0.0,1,1.0,22,CR1156,R1156,R1156TS091_4,Others,R1156_TS091_4,R1156_TS091_4,0.2783810062393133,Human,95
TS091,5,103.161,100,178.058,99,0.579,81,-1.0,96,-1.0,15,0.685,71,0.23,22,24.135,134,0.118,100,0.0,1,1.0,22,CR1156,R1156,R1156TS091_5,Others,R1156_TS091_5,R1156_TS091_5,0.2849177472317882,Human,93
TS081,3,20.394,6,31.549,4,0.646,13,0.81,4,-1.0,1,0.579,37,7.05,64,36.025,74,0.231,45,0.0,1,7.126e-12,0,CR1189,R1189,R1189TS081_3,Others,R1189_TS081_3,R1189_TS081_3,0.5397075071233355,Human,6
TS392,1,20.551,7,34.54,14,0.595,44,0.728,31,-1.0,1,0.55,53,1.86,45,38.494,113,0.253,20,0.0,1,1.297e-11,0,CR1189,R1189,R1189TS392_1,Others,R1189_TS392_1,R1189_TS392_1,0.5022755907038049,Human,31
TS081,4,20.856,8,33.181,12,0.629,22,0.81,4,-1.0,1,0.552,52,6.79,63,35.58,65,0.197,71,0.0,1,4.051e-11,0,CR1189,R1189,R1189TS081_4,Others,R1189_TS081_4,R1189_TS081_4,0.5357630206819018,Human,11
TS287,1,21.2,9,32.893,11,0.645,14,0.784,14,-1.0,1,0.589,32,0.26,15,37.087,88,0.217,61,0.0,1,1.421e-10,0,CR1189,R1189,R1189TS287_1,Others,R1189_TS287_1,R1189_TS287_1,0.5355032854567657,Human,12
TS392,4,21.289,10,34.521,13,0.617,32,0.756,23,-1.0,1,0.562,41,1.33,43,37.262,94,0.254,17,0.0,1,1.949e-10,0,CR1189,R1189,R1189TS392_4,Others,R1189_TS392_4,R1189_TS392_4,0.4955893469791242,Human,36
TS439,1,21.318,11,61.38,76,0.347,83,0.386,80,-1.0,1,0.348,85,106.12,81,45.477,135,0.233,41,0.0,1,2.161e-10,0,CR1189,R1189,R1189TS439_1,Others,R1189_TS439_1,R1189_TS439_1,0.4096916128782152,Human,77
TS287,3,21.67,12,31.779,6,0.682,7,0.81,4,-1.0,1,0.63,11,0.78,33,37.64,98,0.26,10,0.0,1,7.411e-10,0,CR1189,R1189,R1189TS287_3,Others,R1189_TS287_3,R1189_TS287_3,0.5330290166889574,Human,15
TS392,3,21.795,13,34.675,16,0.629,22,0.728,31,-1.0,1,0.596,25,0.53,31,38.084,107,0.208,65,0.0,1,1.137e-09,0,CR1189,R1189,R1189TS392_3,Others,R1189_TS392_3,R1189_TS392_3,0.5049068636002404,Human,27
TS232,2,21.983,14,34.541,15,0.636,18,0.567,60,-1.0,1,0.664,6,14.63,77,32.416,14,0.237,37,0.0,1,2.148e-09,0,CR1189,R1189,R1189TS232_2,Others,R1189_TS232_2,R1189_TS232_2,0.5046325909557868,Human,28
TS232,1,21.998,15,35.372,18,0.622,27,0.567,60,-1.0,1,0.643,8,13.32,75,32.795,16,0.226,52,0.0,1,2.259e-09,0,CR1189,R1189,R1189TS232_1,Others,R1189_TS232_1,R1189_TS232_1,0.4970615029753251,Human,35
TS035,4,22.171,16,40.121,33,0.553,59,0.561,65,-1.0,1,0.561,42,9.92,70,33.798,37,0.22,56,0.0,1,4.004e-09,0,CR1189,R1189,R1189TS035_4,Others,R1189_TS035_4,R1189_TS035_4,0.455929328758892,Human,60
